id,um_dominio,multi_dominio,com_tag
647,user0646@gmail.com,pedro.macedo@gmail.com,pedro.macedo+tag646@gmail.com
648,user0647@gmail.com,ana.ferreira@outlook.com,ana.ferreira+tag647@gmail.com
649,user0648@gmail.com,gabi.cruz@outlook.com,gabi.cruz+tag648@gmail.com
650,user0649@gmail.com,erica.faria@gmail.com,erica.faria+tag649@gmail.com
651,user0650@gmail.com,pedro.gomes@gmail.com,pedro.gomes+tag650@gmail.com
652,user0651@gmail.com,fabio.melo@uol.com.br,fabio.melo+tag651@gmail.com
653,user0652@gmail.com,clara.pereira@uol.com.br,clara.pereira+tag652@gmail.com
654,user0653@gmail.com,jose.santos@yahoo.com,jose.santos+tag653@gmail.com
655,user0654@gmail.com,erica.cruz@gmail.com,erica.cruz+tag654@gmail.com
656,user0655@gmail.com,carlos.cruz@yahoo.com,carlos.cruz+tag655@gmail.com
657,user0656@gmail.com,paula.santos@yahoo.com,paula.santos+tag656@gmail.com
658,user0657@gmail.com,bruno.rodrigues@hotmail.com,bruno.rodrigues+tag657@gmail.com
659,user0658@gmail.com,heitor.ferreira@gmail.com,heitor.ferreira+tag658@gmail.com
660,user0659@gmail.com,rafael.oliveira@uol.com.br,rafael.oliveira+tag659@gmail.com
661,user0660@gmail.com,rafael.pereira@hotmail.com,rafael.pereira+tag660@gmail.com
662,user0661@gmail.com,mariana.paiva@gmail.com,mariana.paiva+tag661@gmail.com
663,user0662@gmail.com,heitor.santos@uol.com.br,heitor.santos+tag662@gmail.com
664,user0663@gmail.com,jose.pereira@yahoo.com,jose.pereira+tag663@gmail.com
665,user0664@gmail.com,mariana.macedo@hotmail.com,mariana.macedo+tag664@gmail.com
666,user0665@gmail.com,jose.souza@gmail.com,jose.souza+tag665@gmail.com
667,user0666@gmail.com,ana.souza@uol.com.br,ana.souza+tag666@gmail.com
668,user0667@gmail.com,rafael.oliveira@uol.com.br,rafael.oliveira+tag667@gmail.com
669,user0668@gmail.com,erica.macedo@gmail.com,erica.macedo+tag668@gmail.com
670,user0669@gmail.com,gabi.paiva@hotmail.com,gabi.paiva+tag669@gmail.com
671,user0670@gmail.com,paula.dias@yahoo.com,paula.dias+tag670@gmail.com
672,user0671@gmail.com,diego.ferreira@outlook.com,diego.ferreira+tag671@gmail.com
673,user0672@gmail.com,ana.souza@yahoo.com,ana.souza+tag672@gmail.com
674,user0673@gmail.com,fabio.carvalho@outlook.com,fabio.carvalho+tag673@gmail.com
675,user0674@gmail.com,fabio.oliveira@hotmail.com,fabio.oliveira+tag674@gmail.com
676,user0675@gmail.com,mariana.pereira@hotmail.com,mariana.pereira+tag675@gmail.com
677,user0676@gmail.com,bruno.martins@outlook.com,bruno.martins+tag676@gmail.com
678,user0677@gmail.com,pedro.martins@uol.com.br,pedro.martins+tag677@gmail.com
679,user0678@gmail.com,igor.costa@hotmail.com,igor.costa+tag678@gmail.com
680,user0679@gmail.com,julia.melo@gmail.com,julia.melo+tag679@gmail.com
681,user0680@gmail.com,rafael.melo@yahoo.com,rafael.melo+tag680@gmail.com
682,user0681@gmail.com,pedro.costa@gmail.com,pedro.costa+tag681@gmail.com
683,user0682@gmail.com,paula.araujo@uol.com.br,paula.araujo+tag682@gmail.com
684,user0683@gmail.com,erica.rodrigues@yahoo.com,erica.rodrigues+tag683@gmail.com
685,user0684@gmail.com,bruno.faria@hotmail.com,bruno.faria+tag684@gmail.com
686,user0685@gmail.com,lucas.santos@outlook.com,lucas.santos+tag685@gmail.com
687,user0686@gmail.com,heitor.melo@outlook.com,heitor.melo+tag686@gmail.com
688,user0687@gmail.com,paula.dias@gmail.com,paula.dias+tag687@gmail.com
689,user0688@gmail.com,ana.araujo@uol.com.br,ana.araujo+tag688@gmail.com
690,user0689@gmail.com,fabio.rodrigues@yahoo.com,fabio.rodrigues+tag689@gmail.com
691,user0690@gmail.com,jose.martins@gmail.com,jose.martins+tag690@gmail.com
692,user0691@gmail.com,joao.ferreira@outlook.com,joao.ferreira+tag691@gmail.com
693,user0692@gmail.com,mariana.dias@hotmail.com,mariana.dias+tag692@gmail.com
694,user0693@gmail.com,igor.silva@gmail.com,igor.silva+tag693@gmail.com
695,user0694@gmail.com,erica.pereira@hotmail.com,erica.pereira+tag694@gmail.com
696,user0695@gmail.com,clara.araujo@hotmail.com,clara.araujo+tag695@gmail.com
697,user0696@gmail.com,joao.araujo@gmail.com,joao.araujo+tag696@gmail.com
698,user0697@gmail.com,jose.paiva@yahoo.com,jose.paiva+tag697@gmail.com
699,user0698@gmail.com,clara.paiva@hotmail.com,clara.paiva+tag698@gmail.com
700,user0699@gmail.com,ana.araujo@uol.com.br,ana.araujo+tag699@gmail.com
701,user0700@gmail.com,fabio.paiva@hotmail.com,fabio.paiva+tag700@gmail.com
702,user0701@gmail.com,mariana.macedo@gmail.com,mariana.macedo+tag701@gmail.com
703,user0702@gmail.com,pedro.costa@outlook.com,pedro.costa+tag702@gmail.com
704,user0703@gmail.com,clara.gomes@uol.com.br,clara.gomes+tag703@gmail.com
705,user0704@gmail.com,clara.pereira@yahoo.com,clara.pereira+tag704@gmail.com
706,user0705@gmail.com,mariana.cruz@outlook.com,mariana.cruz+tag705@gmail.com
707,user0706@gmail.com,heitor.souza@gmail.com,heitor.souza+tag706@gmail.com
708,user0707@gmail.com,joao.pereira@hotmail.com,joao.pereira+tag707@gmail.com
709,user0708@gmail.com,gabi.cruz@outlook.com,gabi.cruz+tag708@gmail.com
710,user0709@gmail.com,pedro.macedo@uol.com.br,pedro.macedo+tag709@gmail.com
711,user0710@gmail.com,pedro.gomes@uol.com.br,pedro.gomes+tag710@gmail.com
712,user0711@gmail.com,bruno.santos@outlook.com,bruno.santos+tag711@gmail.com
713,user0712@gmail.com,mariana.ferreira@uol.com.br,mariana.ferreira+tag712@gmail.com
714,user0713@gmail.com,bruno.cruz@uol.com.br,bruno.cruz+tag713@gmail.com
715,user0714@gmail.com,igor.dias@uol.com.br,igor.dias+tag714@gmail.com
716,user0715@gmail.com,paula.dias@gmail.com,paula.dias+tag715@gmail.com
717,user0716@gmail.com,clara.gomes@gmail.com,clara.gomes+tag716@gmail.com
718,user0717@gmail.com,erica.faria@hotmail.com,erica.faria+tag717@gmail.com
719,user0718@gmail.com,maria.macedo@outlook.com,maria.macedo+tag718@gmail.com
720,user0719@gmail.com,rafael.faria@uol.com.br,rafael.faria+tag719@gmail.com
721,user0720@gmail.com,julia.souza@uol.com.br,julia.souza+tag720@gmail.com
722,user0721@gmail.com,gabi.santos@uol.com.br,gabi.santos+tag721@gmail.com
723,user0722@gmail.com,mariana.araujo@yahoo.com,mariana.araujo+tag722@gmail.com
724,user0723@gmail.com,julia.souza@uol.com.br,julia.souza+tag723@gmail.com
725,user0724@gmail.com,carlos.oliveira@gmail.com,carlos.oliveira+tag724@gmail.com
726,user0725@gmail.com,fabio.gomes@outlook.com,fabio.gomes+tag725@gmail.com
727,user0726@gmail.com,pedro.carvalho@yahoo.com,pedro.carvalho+tag726@gmail.com
728,user0727@gmail.com,erica.cruz@uol.com.br,erica.cruz+tag727@gmail.com
729,user0728@gmail.com,gabi.souza@yahoo.com,gabi.souza+tag728@gmail.com
730,user0729@gmail.com,heitor.oliveira@uol.com.br,heitor.oliveira+tag729@gmail.com
731,user0730@gmail.com,bruno.dias@uol.com.br,bruno.dias+tag730@gmail.com
732,user0731@gmail.com,diego.gomes@yahoo.com,diego.gomes+tag731@gmail.com
733,user0732@gmail.com,fabio.paiva@hotmail.com,fabio.paiva+tag732@gmail.com
734,user0733@gmail.com,igor.martins@hotmail.com,igor.martins+tag733@gmail.com
735,user0734@gmail.com,mariana.dias@yahoo.com,mariana.dias+tag734@gmail.com
736,user0735@gmail.com,julia.alves@uol.com.br,julia.alves+tag735@gmail.com
737,user0736@gmail.com,paula.rodrigues@hotmail.com,paula.rodrigues+tag736@gmail.com
738,user0737@gmail.com,paula.oliveira@outlook.com,paula.oliveira+tag737@gmail.com
739,user0738@gmail.com,bruno.dias@hotmail.com,bruno.dias+tag738@gmail.com
740,user0739@gmail.com,igor.alves@hotmail.com,igor.alves+tag739@gmail.com
741,user0740@gmail.com,carlos.faria@uol.com.br,carlos.faria+tag740@gmail.com
742,user0741@gmail.com,diego.araujo@hotmail.com,diego.araujo+tag741@gmail.com
743,user0742@gmail.com,pedro.ferreira@gmail.com,pedro.ferreira+tag742@gmail.com
744,user0743@gmail.com,paula.lima@hotmail.com,paula.lima+tag743@gmail.com
745,user0744@gmail.com,fabio.alves@outlook.com,fabio.alves+tag744@gmail.com
746,user0745@gmail.com,lucas.oliveira@uol.com.br,lucas.oliveira+tag745@gmail.com
747,user0746@gmail.com,rafael.paiva@hotmail.com,rafael.paiva+tag746@gmail.com
748,user0747@gmail.com,pedro.costa@uol.com.br,pedro.costa+tag747@gmail.com
749,user0748@gmail.com,jose.rodrigues@yahoo.com,jose.rodrigues+tag748@gmail.com
750,user0749@gmail.com,joao.cruz@yahoo.com,joao.cruz+tag749@gmail.com
751,user0750@gmail.com,julia.souza@gmail.com,julia.souza+tag750@gmail.com
752,user0751@gmail.com,erica.gomes@outlook.com,erica.gomes+tag751@gmail.com
753,user0752@gmail.com,carlos.pereira@gmail.com,carlos.pereira+tag752@gmail.com
754,user0753@gmail.com,igor.santos@outlook.com,igor.santos+tag753@gmail.com
755,user0754@gmail.com,gabi.dias@yahoo.com,gabi.dias+tag754@gmail.com
756,user0755@gmail.com,paula.gomes@hotmail.com,paula.gomes+tag755@gmail.com
757,user0756@gmail.com,joao.lima@uol.com.br,joao.lima+tag756@gmail.com
758,user0757@gmail.com,julia.paiva@gmail.com,julia.paiva+tag757@gmail.com
759,user0758@gmail.com,beatriz.carvalho@yahoo.com,beatriz.carvalho+tag758@gmail.com
760,user0759@gmail.com,joao.araujo@outlook.com,joao.araujo+tag759@gmail.com
761,user0760@gmail.com,beatriz.ferreira@gmail.com,beatriz.ferreira+tag760@gmail.com
762,user0761@gmail.com,maria.ferreira@uol.com.br,maria.ferreira+tag761@gmail.com
763,user0762@gmail.com,mariana.costa@hotmail.com,mariana.costa+tag762@gmail.com
764,user0763@gmail.com,paula.melo@uol.com.br,paula.melo+tag763@gmail.com
765,user0764@gmail.com,heitor.dias@yahoo.com,heitor.dias+tag764@gmail.com
766,user0765@gmail.com,heitor.melo@hotmail.com,heitor.melo+tag765@gmail.com
767,user0766@gmail.com,lucas.costa@hotmail.com,lucas.costa+tag766@gmail.com
768,user0767@gmail.com,beatriz.melo@hotmail.com,beatriz.melo+tag767@gmail.com
769,user0768@gmail.com,beatriz.silva@hotmail.com,beatriz.silva+tag768@gmail.com
770,user0769@gmail.com,paula.faria@yahoo.com,paula.faria+tag769@gmail.com
771,user0770@gmail.com,beatriz.macedo@outlook.com,beatriz.macedo+tag770@gmail.com
772,user0771@gmail.com,erica.cruz@hotmail.com,erica.cruz+tag771@gmail.com
773,user0772@gmail.com,ana.araujo@gmail.com,ana.araujo+tag772@gmail.com
774,user0773@gmail.com,beatriz.pereira@outlook.com,beatriz.pereira+tag773@gmail.com
775,user0774@gmail.com,bruno.rodrigues@gmail.com,bruno.rodrigues+tag774@gmail.com
776,user0775@gmail.com,rafael.araujo@yahoo.com,rafael.araujo+tag775@gmail.com
777,user0776@gmail.com,fabio.alves@hotmail.com,fabio.alves+tag776@gmail.com
778,user0777@gmail.com,paula.faria@uol.com.br,paula.faria+tag777@gmail.com
779,user0778@gmail.com,maria.alves@hotmail.com,maria.alves+tag778@gmail.com
780,user0779@gmail.com,julia.souza@gmail.com,julia.souza+tag779@gmail.com
781,user0780@gmail.com,fabio.ferreira@yahoo.com,fabio.ferreira+tag780@gmail.com
782,user0781@gmail.com,diego.cruz@hotmail.com,diego.cruz+tag781@gmail.com
783,user0782@gmail.com,carlos.ferreira@hotmail.com,carlos.ferreira+tag782@gmail.com
784,user0783@gmail.com,mariana.rodrigues@yahoo.com,mariana.rodrigues+tag783@gmail.com
785,user0784@gmail.com,pedro.dias@yahoo.com,pedro.dias+tag784@gmail.com
786,user0785@gmail.com,fabio.macedo@hotmail.com,fabio.macedo+tag785@gmail.com
787,user0786@gmail.com,erica.paiva@outlook.com,erica.paiva+tag786@gmail.com
788,user0787@gmail.com,igor.oliveira@yahoo.com,igor.oliveira+tag787@gmail.com
789,user0788@gmail.com,mariana.lima@uol.com.br,mariana.lima+tag788@gmail.com
790,user0789@gmail.com,fabio.cruz@hotmail.com,fabio.cruz+tag789@gmail.com
791,user0790@gmail.com,ana.faria@gmail.com,ana.faria+tag790@gmail.com
792,user0791@gmail.com,joao.paiva@uol.com.br,joao.paiva+tag791@gmail.com
793,user0792@gmail.com,lucas.faria@uol.com.br,lucas.faria+tag792@gmail.com
794,user0793@gmail.com,pedro.santos@hotmail.com,pedro.santos+tag793@gmail.com
795,user0794@gmail.com,heitor.melo@gmail.com,heitor.melo+tag794@gmail.com
796,user0795@gmail.com,lucas.faria@outlook.com,lucas.faria+tag795@gmail.com
797,user0796@gmail.com,ana.cruz@outlook.com,ana.cruz+tag796@gmail.com
798,user0797@gmail.com,joao.melo@yahoo.com,joao.melo+tag797@gmail.com
799,user0798@gmail.com,heitor.carvalho@outlook.com,heitor.carvalho+tag798@gmail.com
800,user0799@gmail.com,jose.souza@uol.com.br,jose.souza+tag799@gmail.com
801,user0800@gmail.com,fabio.ferreira@gmail.com,fabio.ferreira+tag800@gmail.com
802,user0801@gmail.com,diego.alves@gmail.com,diego.alves+tag801@gmail.com
803,user0802@gmail.com,lucas.faria@gmail.com,lucas.faria+tag802@gmail.com
804,user0803@gmail.com,joao.carvalho@hotmail.com,joao.carvalho+tag803@gmail.com
805,user0804@gmail.com,ana.paiva@gmail.com,ana.paiva+tag804@gmail.com
806,user0805@gmail.com,ana.dias@gmail.com,ana.dias+tag805@gmail.com
807,user0806@gmail.com,paula.carvalho@yahoo.com,paula.carvalho+tag806@gmail.com
808,user0807@gmail.com,pedro.carvalho@hotmail.com,pedro.carvalho+tag807@gmail.com
809,user0808@gmail.com,diego.melo@outlook.com,diego.melo+tag808@gmail.com
810,user0809@gmail.com,diego.lima@uol.com.br,diego.lima+tag809@gmail.com
811,user0810@gmail.com,pedro.martins@gmail.com,pedro.martins+tag810@gmail.com
812,user0811@gmail.com,beatriz.paiva@outlook.com,beatriz.paiva+tag811@gmail.com
813,user0812@gmail.com,heitor.pereira@yahoo.com,heitor.pereira+tag812@gmail.com
814,user0813@gmail.com,maria.silva@hotmail.com,maria.silva+tag813@gmail.com
815,user0814@gmail.com,fabio.paiva@outlook.com,fabio.paiva+tag814@gmail.com
816,user0815@gmail.com,igor.araujo@yahoo.com,igor.araujo+tag815@gmail.com
817,user0816@gmail.com,julia.melo@hotmail.com,julia.melo+tag816@gmail.com
818,user0817@gmail.com,pedro.alves@yahoo.com,pedro.alves+tag817@gmail.com
819,user0818@gmail.com,carlos.souza@outlook.com,carlos.souza+tag818@gmail.com
820,user0819@gmail.com,mariana.silva@yahoo.com,mariana.silva+tag819@gmail.com
821,user0820@gmail.com,lucas.lima@gmail.com,lucas.lima+tag820@gmail.com
822,user0821@gmail.com,mariana.souza@outlook.com,mariana.souza+tag821@gmail.com
823,user0822@gmail.com,mariana.souza@yahoo.com,mariana.souza+tag822@gmail.com
824,user0823@gmail.com,joao.araujo@outlook.com,joao.araujo+tag823@gmail.com
825,user0824@gmail.com,julia.paiva@yahoo.com,julia.paiva+tag824@gmail.com
826,user0825@gmail.com,joao.pereira@uol.com.br,joao.pereira+tag825@gmail.com
827,user0826@gmail.com,paula.rodrigues@uol.com.br,paula.rodrigues+tag826@gmail.com
828,user0827@gmail.com,bruno.faria@uol.com.br,bruno.faria+tag827@gmail.com
829,user0828@gmail.com,bruno.rodrigues@hotmail.com,bruno.rodrigues+tag828@gmail.com
830,user0829@gmail.com,pedro.cruz@yahoo.com,pedro.cruz+tag829@gmail.com
831,user0830@gmail.com,erica.ferreira@hotmail.com,erica.ferreira+tag830@gmail.com
832,user0831@gmail.com,joao.paiva@uol.com.br,joao.paiva+tag831@gmail.com
833,user0832@gmail.com,beatriz.carvalho@uol.com.br,beatriz.carvalho+tag832@gmail.com
834,user0833@gmail.com,gabi.souza@hotmail.com,gabi.souza+tag833@gmail.com
835,user0834@gmail.com,diego.cruz@hotmail.com,diego.cruz+tag834@gmail.com
836,user0835@gmail.com,erica.carvalho@yahoo.com,erica.carvalho+tag835@gmail.com
837,user0836@gmail.com,paula.araujo@yahoo.com,paula.araujo+tag836@gmail.com
838,user0837@gmail.com,igor.dias@yahoo.com,igor.dias+tag837@gmail.com
839,user0838@gmail.com,julia.ferreira@yahoo.com,julia.ferreira+tag838@gmail.com
840,user0839@gmail.com,fabio.souza@uol.com.br,fabio.souza+tag839@gmail.com
841,user0840@gmail.com,erica.carvalho@uol.com.br,erica.carvalho+tag840@gmail.com
842,user0841@gmail.com,heitor.pereira@outlook.com,heitor.pereira+tag841@gmail.com
843,user0842@gmail.com,julia.alves@yahoo.com,julia.alves+tag842@gmail.com
844,user0843@gmail.com,bruno.lima@outlook.com,bruno.lima+tag843@gmail.com
845,user0844@gmail.com,clara.lima@uol.com.br,clara.lima+tag844@gmail.com
846,user0845@gmail.com,lucas.souza@hotmail.com,lucas.souza+tag845@gmail.com
847,user0846@gmail.com,diego.macedo@uol.com.br,diego.macedo+tag846@gmail.com
848,user0847@gmail.com,joao.lima@yahoo.com,joao.lima+tag847@gmail.com
849,user0848@gmail.com,jose.paiva@yahoo.com,jose.paiva+tag848@gmail.com
850,user0849@gmail.com,gabi.oliveira@hotmail.com,gabi.oliveira+tag849@gmail.com
851,user0850@gmail.com,paula.silva@yahoo.com,paula.silva+tag850@gmail.com
852,user0851@gmail.com,lucas.costa@outlook.com,lucas.costa+tag851@gmail.com
853,user0852@gmail.com,julia.macedo@yahoo.com,julia.macedo+tag852@gmail.com
854,user0853@gmail.com,diego.rodrigues@uol.com.br,diego.rodrigues+tag853@gmail.com
855,user0854@gmail.com,bruno.ferreira@outlook.com,bruno.ferreira+tag854@gmail.com
856,user0855@gmail.com,fabio.paiva@hotmail.com,fabio.paiva+tag855@gmail.com
857,user0856@gmail.com,paula.alves@hotmail.com,paula.alves+tag856@gmail.com
858,user0857@gmail.com,heitor.dias@outlook.com,heitor.dias+tag857@gmail.com
859,user0858@gmail.com,carlos.dias@hotmail.com,carlos.dias+tag858@gmail.com
860,user0859@gmail.com,lucas.martins@hotmail.com,lucas.martins+tag859@gmail.com
861,user0860@gmail.com,erica.souza@uol.com.br,erica.souza+tag860@gmail.com
862,user0861@gmail.com,julia.pereira@gmail.com,julia.pereira+tag861@gmail.com
863,user0862@gmail.com,rafael.paiva@uol.com.br,rafael.paiva+tag862@gmail.com
864,user0863@gmail.com,jose.carvalho@hotmail.com,jose.carvalho+tag863@gmail.com
865,user0864@gmail.com,pedro.oliveira@hotmail.com,pedro.oliveira+tag864@gmail.com
866,user0865@gmail.com,julia.araujo@uol.com.br,julia.araujo+tag865@gmail.com
867,user0866@gmail.com,julia.dias@uol.com.br,julia.dias+tag866@gmail.com
868,user0867@gmail.com,bruno.alves@outlook.com,bruno.alves+tag867@gmail.com
869,user0868@gmail.com,gabi.melo@yahoo.com,gabi.melo+tag868@gmail.com
870,user0869@gmail.com,clara.santos@yahoo.com,clara.santos+tag869@gmail.com
871,user0870@gmail.com,igor.dias@yahoo.com,igor.dias+tag870@gmail.com
872,user0871@gmail.com,igor.souza@uol.com.br,igor.souza+tag871@gmail.com
873,user0872@gmail.com,joao.lima@gmail.com,joao.lima+tag872@gmail.com
874,user0873@gmail.com,maria.carvalho@yahoo.com,maria.carvalho+tag873@gmail.com
875,user0874@gmail.com,julia.lima@yahoo.com,julia.lima+tag874@gmail.com
876,user0875@gmail.com,maria.oliveira@uol.com.br,maria.oliveira+tag875@gmail.com
877,user0876@gmail.com,fabio.martins@gmail.com,fabio.martins+tag876@gmail.com
878,user0877@gmail.com,mariana.macedo@outlook.com,mariana.macedo+tag877@gmail.com
879,user0878@gmail.com,gabi.silva@gmail.com,gabi.silva+tag878@gmail.com
880,user0879@gmail.com,igor.paiva@outlook.com,igor.paiva+tag879@gmail.com
881,user0880@gmail.com,maria.silva@uol.com.br,maria.silva+tag880@gmail.com
882,user0881@gmail.com,rafael.paiva@hotmail.com,rafael.paiva+tag881@gmail.com
883,user0882@gmail.com,maria.cruz@outlook.com,maria.cruz+tag882@gmail.com
884,user0883@gmail.com,beatriz.costa@gmail.com,beatriz.costa+tag883@gmail.com
885,user0884@gmail.com,heitor.pereira@yahoo.com,heitor.pereira+tag884@gmail.com
886,user0885@gmail.com,lucas.macedo@uol.com.br,lucas.macedo+tag885@gmail.com
887,user0886@gmail.com,rafael.martins@hotmail.com,rafael.martins+tag886@gmail.com
888,user0887@gmail.com,diego.lima@hotmail.com,diego.lima+tag887@gmail.com
889,user0888@gmail.com,diego.melo@uol.com.br,diego.melo+tag888@gmail.com
890,user0889@gmail.com,julia.rodrigues@hotmail.com,julia.rodrigues+tag889@gmail.com
891,user0890@gmail.com,ana.souza@gmail.com,ana.souza+tag890@gmail.com
892,user0891@gmail.com,diego.araujo@outlook.com,diego.araujo+tag891@gmail.com
893,user0892@gmail.com,igor.dias@gmail.com,igor.dias+tag892@gmail.com
894,user0893@gmail.com,maria.santos@gmail.com,maria.santos+tag893@gmail.com
895,user0894@gmail.com,gabi.carvalho@hotmail.com,gabi.carvalho+tag894@gmail.com
896,user0895@gmail.com,jose.costa@uol.com.br,jose.costa+tag895@gmail.com
897,user0896@gmail.com,joao.rodrigues@yahoo.com,joao.rodrigues+tag896@gmail.com
898,user0897@gmail.com,jose.dias@hotmail.com,jose.dias+tag897@gmail.com
899,user0898@gmail.com,joao.lima@hotmail.com,joao.lima+tag898@gmail.com
900,user0899@gmail.com,igor.faria@gmail.com,igor.faria+tag899@gmail.com
901,user0900@gmail.com,beatriz.gomes@gmail.com,beatriz.gomes+tag900@gmail.com
902,user0901@gmail.com,lucas.faria@yahoo.com,lucas.faria+tag901@gmail.com
903,user0902@gmail.com,diego.lima@hotmail.com,diego.lima+tag902@gmail.com
904,user0903@gmail.com,beatriz.faria@yahoo.com,beatriz.faria+tag903@gmail.com
905,user0904@gmail.com,jose.araujo@uol.com.br,jose.araujo+tag904@gmail.com
906,user0905@gmail.com,bruno.araujo@yahoo.com,bruno.araujo+tag905@gmail.com
907,user0906@gmail.com,ana.cruz@hotmail.com,ana.cruz+tag906@gmail.com
908,user0907@gmail.com,joao.costa@outlook.com,joao.costa+tag907@gmail.com
909,user0908@gmail.com,julia.lima@hotmail.com,julia.lima+tag908@gmail.com
910,user0909@gmail.com,mariana.macedo@uol.com.br,mariana.macedo+tag909@gmail.com
911,user0910@gmail.com,diego.gomes@gmail.com,diego.gomes+tag910@gmail.com
912,user0911@gmail.com,rafael.melo@outlook.com,rafael.melo+tag911@gmail.com
913,user0912@gmail.com,julia.martins@uol.com.br,julia.martins+tag912@gmail.com
914,user0913@gmail.com,diego.carvalho@yahoo.com,diego.carvalho+tag913@gmail.com
915,user0914@gmail.com,jose.araujo@gmail.com,jose.araujo+tag914@gmail.com
916,user0915@gmail.com,mariana.ferreira@yahoo.com,mariana.ferreira+tag915@gmail.com
917,user0916@gmail.com,ana.lima@hotmail.com,ana.lima+tag916@gmail.com
918,user0917@gmail.com,pedro.araujo@yahoo.com,pedro.araujo+tag917@gmail.com
919,user0918@gmail.com,diego.gomes@hotmail.com,diego.gomes+tag918@gmail.com
920,user0919@gmail.com,carlos.lima@gmail.com,carlos.lima+tag919@gmail.com
921,user0920@gmail.com,paula.melo@hotmail.com,paula.melo+tag920@gmail.com
922,user0921@gmail.com,rafael.costa@yahoo.com,rafael.costa+tag921@gmail.com
923,user0922@gmail.com,ana.santos@outlook.com,ana.santos+tag922@gmail.com
924,user0923@gmail.com,fabio.paiva@uol.com.br,fabio.paiva+tag923@gmail.com
925,user0924@gmail.com,heitor.carvalho@gmail.com,heitor.carvalho+tag924@gmail.com
926,user0925@gmail.com,maria.lima@hotmail.com,maria.lima+tag925@gmail.com
927,user0926@gmail.com,igor.lima@uol.com.br,igor.lima+tag926@gmail.com
928,user0927@gmail.com,mariana.gomes@outlook.com,mariana.gomes+tag927@gmail.com
929,user0928@gmail.com,maria.ferreira@outlook.com,maria.ferreira+tag928@gmail.com
930,user0929@gmail.com,diego.lima@uol.com.br,diego.lima+tag929@gmail.com
931,user0930@gmail.com,julia.faria@uol.com.br,julia.faria+tag930@gmail.com
932,user0931@gmail.com,beatriz.araujo@yahoo.com,beatriz.araujo+tag931@gmail.com
933,user0932@gmail.com,pedro.alves@hotmail.com,pedro.alves+tag932@gmail.com
934,user0933@gmail.com,rafael.dias@yahoo.com,rafael.dias+tag933@gmail.com
935,user0934@gmail.com,ana.santos@outlook.com,ana.santos+tag934@gmail.com
936,user0935@gmail.com,rafael.carvalho@hotmail.com,rafael.carvalho+tag935@gmail.com
937,user0936@gmail.com,gabi.lima@hotmail.com,gabi.lima+tag936@gmail.com
938,user0937@gmail.com,rafael.rodrigues@outlook.com,rafael.rodrigues+tag937@gmail.com
939,user0938@gmail.com,mariana.macedo@yahoo.com,mariana.macedo+tag938@gmail.com
940,user0939@gmail.com,fabio.costa@yahoo.com,fabio.costa+tag939@gmail.com
941,user0940@gmail.com,paula.silva@outlook.com,paula.silva+tag940@gmail.com
942,user0941@gmail.com,bruno.macedo@outlook.com,bruno.macedo+tag941@gmail.com
943,user0942@gmail.com,bruno.melo@hotmail.com,bruno.melo+tag942@gmail.com
944,user0943@gmail.com,erica.macedo@yahoo.com,erica.macedo+tag943@gmail.com
945,user0944@gmail.com,paula.gomes@uol.com.br,paula.gomes+tag944@gmail.com
946,user0945@gmail.com,lucas.dias@hotmail.com,lucas.dias+tag945@gmail.com
947,user0946@gmail.com,beatriz.araujo@hotmail.com,beatriz.araujo+tag946@gmail.com
948,user0947@gmail.com,paula.dias@uol.com.br,paula.dias+tag947@gmail.com
949,user0948@gmail.com,julia.gomes@outlook.com,julia.gomes+tag948@gmail.com
950,user0949@gmail.com,rafael.araujo@hotmail.com,rafael.araujo+tag949@gmail.com
951,user0950@gmail.com,carlos.faria@yahoo.com,carlos.faria+tag950@gmail.com
952,user0951@gmail.com,jose.paiva@yahoo.com,jose.paiva+tag951@gmail.com
953,user0952@gmail.com,igor.silva@outlook.com,igor.silva+tag952@gmail.com
954,user0953@gmail.com,lucas.melo@hotmail.com,lucas.melo+tag953@gmail.com
955,user0954@gmail.com,ana.carvalho@outlook.com,ana.carvalho+tag954@gmail.com
956,user0955@gmail.com,pedro.ferreira@yahoo.com,pedro.ferreira+tag955@gmail.com
957,user0956@gmail.com,rafael.pereira@outlook.com,rafael.pereira+tag956@gmail.com
958,user0957@gmail.com,diego.lima@outlook.com,diego.lima+tag957@gmail.com
959,user0958@gmail.com,mariana.dias@uol.com.br,mariana.dias+tag958@gmail.com
960,user0959@gmail.com,diego.paiva@uol.com.br,diego.paiva+tag959@gmail.com
961,user0960@gmail.com,erica.paiva@gmail.com,erica.paiva+tag960@gmail.com
962,user0961@gmail.com,clara.paiva@uol.com.br,clara.paiva+tag961@gmail.com
963,user0962@gmail.com,ana.costa@yahoo.com,ana.costa+tag962@gmail.com
964,user0963@gmail.com,clara.santos@uol.com.br,clara.santos+tag963@gmail.com
965,user0964@gmail.com,joao.faria@outlook.com,joao.faria+tag964@gmail.com
966,user0965@gmail.com,bruno.carvalho@gmail.com,bruno.carvalho+tag965@gmail.com
967,user0966@gmail.com,maria.costa@hotmail.com,maria.costa+tag966@gmail.com
968,user0967@gmail.com,julia.cruz@uol.com.br,julia.cruz+tag967@gmail.com
969,user0968@gmail.com,igor.faria@uol.com.br,igor.faria+tag968@gmail.com
