id,cpf_fmt,cpf_sem_mask,cnpj_fmt,cnpj_sem_mask,filial_num
820,289.598.857-43,28959885743,23.718.431/0005-85,23718431000585,5
821,877.631.094-22,87763109422,63.551.839/0001-46,63551839000146,1
822,867.402.219-37,86740221937,79.008.866/0003-62,79008866000362,3
823,626.740.657-40,62674065740,81.182.864/0004-83,81182864000483,4
824,770.399.819-83,77039981983,21.668.732/0002-45,21668732000245,2
825,289.106.291-80,28910629180,50.056.581/0005-97,50056581000597,5
826,645.188.599-60,64518859960,21.668.732/0004-52,21668732000452,4
827,430.305.050-80,43030505080,14.265.799/0004-44,14265799000444,4
828,610.973.606-17,61097360617,39.958.838/0003-48,39958838000348,3
829,456.952.554-48,45695255448,39.557.077/0004-99,39557077000499,4
830,258.263.189-50,25826318950,17.270.733/0002-27,17270733000227,2
831,733.238.108-58,73323810858,51.837.852/0003-44,51837852000344,3
832,689.647.444-94,68964744494,33.978.249/0001-34,33978249000134,1
833,376.669.621-42,37666962142,86.644.106/0004-72,86644106000472,4
834,819.814.755-90,81981475590,14.216.175/0003-17,14216175000317,3
835,192.727.160-59,19272716059,91.756.179/0005-61,91756179000561,5
836,823.757.623-77,82375762377,79.008.866/0005-13,79008866000513,5
837,365.160.000-49,36516000049,19.510.312/0002-17,19510312000217,2
838,153.665.198-28,15366519828,67.503.414/0001-56,67503414000156,1
839,387.961.835-28,38796183528,58.966.946/0003-69,58966946000369,3
840,637.091.088-23,63709108823,36.697.396/0001-97,36697396000197,1
841,401.960.389-89,40196038989,52.339.391/0004-86,52339391000486,4
842,333.908.361-43,33390836143,66.851.760/0004-85,66851760000485,4
843,596.126.005-69,59612600569,95.899.313/0002-43,95899313000243,2
844,215.485.251-42,21548525142,59.684.848/0001-59,59684848000159,1
845,316.880.861-08,31688086108,94.705.205/0005-37,94705205000537,5
846,437.460.356-11,43746035611,31.682.744/0002-96,31682744000296,2
847,452.476.411-88,45247641188,82.394.227/0004-75,82394227000475,4
848,744.627.259-84,74462725984,86.644.106/0002-92,86644106000292,2
849,923.482.697-73,92348269773,26.240.908/0001-38,26240908000138,1
850,926.883.873-14,92688387314,43.273.328/0003-92,43273328000392,3
851,670.173.167-47,67017316747,75.151.231/0004-54,75151231000454,4
852,463.311.198-49,46331119849,58.537.831/0004-48,58537831000448,4
853,816.280.120-68,81628012068,88.961.459/0005-60,88961459000560,5
854,253.952.551-26,25395255126,24.942.603/0005-94,24942603000594,5
855,608.497.431-13,60849743113,45.812.670/0005-87,45812670000587,5
856,498.687.936-28,49868793628,51.273.847/0001-71,51273847000171,1
857,532.238.510-10,53223851010,58.966.946/0003-45,58966946000345,3
858,970.209.633-37,97020963337,75.228.535/0003-34,75228535000334,3
859,793.634.181-50,79363418150,38.427.073/0002-17,38427073000217,2
860,641.167.309-69,64116730969,90.388.981/0003-97,90388981000397,3
861,960.086.754-62,96008675462,30.514.014/0003-43,30514014000343,3
862,697.297.303-58,69729730358,97.971.488/0004-14,97971488000414,4
863,915.818.460-74,91581846074,18.593.410/0002-53,18593410000253,2
864,981.955.861-76,98195586176,97.225.156/0004-95,97225156000495,4
865,802.592.101-86,80259210186,45.833.156/0002-94,45833156000294,2
866,867.789.604-79,86778960479,71.662.963/0003-22,71662963000322,3
867,292.018.576-61,29201857661,83.793.389/0003-81,83793389000381,3
868,973.408.763-62,97340876362,97.226.012/0002-55,97226012000255,2
869,523.974.785-95,52397478595,71.586.053/0003-57,71586053000357,3
870,884.285.047-05,88428504705,99.949.389/0004-25,99949389000425,4
871,163.159.064-89,16315906489,19.046.318/0005-84,19046318000584,5
872,956.601.204-72,95660120472,90.801.586/0004-34,90801586000434,4
873,250.344.358-49,25034435849,14.216.175/0004-77,14216175000477,4
874,671.160.030-48,67116003048,13.999.315/0002-27,13999315000227,2
875,400.319.053-58,40031905358,46.231.783/0004-82,46231783000482,4
876,743.671.684-42,74367168442,55.176.955/0003-33,55176955000333,3
877,219.354.615-03,21935461503,22.201.654/0003-90,22201654000390,3
878,357.124.246-25,35712424625,95.225.343/0001-10,95225343000110,1
879,463.012.922-04,46301292204,94.374.605/0002-83,94374605000283,2
880,347.582.691-47,34758269147,16.323.852/0001-26,16323852000126,1
881,684.737.452-45,68473745245,36.697.396/0004-61,36697396000461,4
882,635.900.261-20,63590026120,24.942.603/0001-78,24942603000178,1
883,822.981.666-00,82298166600,26.753.883/0001-96,26753883000196,1
884,959.170.576-37,95917057637,98.550.256/0002-38,98550256000238,2
885,501.336.766-72,50133676672,47.295.260/0001-59,47295260000159,1
886,894.712.250-34,89471225034,19.583.482/0002-18,19583482000218,2
887,178.333.496-11,17833349611,45.833.156/0003-68,45833156000368,3
888,818.454.909-78,81845490978,45.351.479/0005-53,45351479000553,5
889,535.242.942-03,53524294203,38.754.377/0004-55,38754377000455,4
890,389.915.256-86,38991525686,56.164.955/0004-12,56164955000412,4
891,410.458.201-54,41045820154,27.232.410/0002-37,27232410000237,2
892,131.528.351-01,13152835101,70.897.765/0005-31,70897765000531,5
893,577.736.169-46,57773616946,75.228.535/0001-58,75228535000158,1
894,996.640.743-09,99664074309,23.556.182/0005-89,23556182000589,5
895,918.130.580-27,91813058027,14.265.799/0001-93,14265799000193,1
896,135.911.080-99,13591108099,14.265.799/0001-63,14265799000163,1
897,634.479.228-83,63447922883,66.722.344/0005-42,66722344000542,5
898,364.274.796-64,36427479664,17.774.584/0001-48,17774584000148,1
899,465.944.495-24,46594449524,95.758.349/0005-99,95758349000599,5
900,664.236.876-91,66423687691,84.346.088/0001-75,84346088000175,1
901,946.914.560-38,94691456038,31.429.110/0003-24,31429110000324,3
902,262.554.207-29,26255420729,30.514.014/0002-87,30514014000287,2
903,581.108.200-07,58110820007,20.570.592/0004-47,20570592000447,4
904,149.837.666-65,14983766665,11.540.956/0004-36,11540956000436,4
905,550.141.088-89,55014108889,98.753.260/0001-11,98753260000111,1
906,214.745.769-58,21474576958,27.758.595/0001-83,27758595000183,1
907,772.979.367-60,77297936760,22.448.136/0001-75,22448136000175,1
908,259.926.382-19,25992638219,82.374.753/0003-92,82374753000392,3
909,711.223.680-11,71122368011,96.728.778/0003-43,96728778000343,3
910,162.890.233-80,16289023380,39.587.039/0002-15,39587039000215,2
911,523.150.859-06,52315085906,17.507.864/0003-64,17507864000364,3
912,260.569.079-00,26056907900,66.306.997/0001-11,66306997000111,1
913,308.391.758-54,30839175854,90.388.981/0002-52,90388981000252,2
914,470.303.792-60,47030379260,19.510.312/0001-57,19510312000157,1
915,564.499.179-28,56449917928,71.662.963/0001-61,71662963000161,1
916,463.205.571-19,46320557119,40.885.476/0004-98,40885476000498,4
917,780.781.160-57,78078116057,70.597.444/0004-93,70597444000493,4
918,236.012.110-74,23601211074,47.295.260/0001-30,47295260000130,1
919,662.800.192-60,66280019260,86.644.106/0005-71,86644106000571,5
920,907.551.123-28,90755112328,25.014.631/0004-33,25014631000433,4
921,641.652.205-18,64165220518,63.551.839/0003-88,63551839000388,3
922,749.856.698-02,74985669802,73.440.831/0004-24,73440831000424,4
923,696.467.617-54,69646761754,85.345.555/0001-18,85345555000118,1
924,970.229.646-26,97022964626,95.225.343/0001-96,95225343000196,1
925,905.032.512-94,90503251294,26.879.290/0005-38,26879290000538,5
926,801.724.669-28,80172466928,61.642.594/0005-22,61642594000522,5
927,431.857.175-19,43185717519,76.238.574/0003-94,76238574000394,3
928,988.040.132-60,98804013260,18.883.684/0002-81,18883684000281,2
929,169.274.129-45,16927412945,13.356.886/0002-74,13356886000274,2
930,780.702.734-16,78070273416,94.705.205/0004-31,94705205000431,4
931,550.612.848-83,55061284883,40.587.988/0003-45,40587988000345,3
932,789.357.314-00,78935731400,35.808.537/0005-92,35808537000592,5
933,631.658.436-42,63165843642,55.377.076/0002-20,55377076000220,2
934,721.013.384-00,72101338400,26.240.908/0005-67,26240908000567,5
935,722.703.949-99,72270394999,95.225.343/0001-73,95225343000173,1
936,991.001.228-97,99100122897,42.868.828/0001-61,42868828000161,1
937,160.659.478-96,16065947896,82.070.937/0005-10,82070937000510,5
938,221.371.857-25,22137185725,68.800.797/0005-89,68800797000589,5
939,513.929.110-48,51392911048,47.376.585/0005-81,47376585000581,5
940,967.877.652-52,96787765252,75.579.548/0004-53,75579548000453,4
941,549.015.637-19,54901563719,45.812.670/0005-86,45812670000586,5
942,600.671.519-15,60067151915,19.289.546/0004-24,19289546000424,4
943,428.947.690-81,42894769081,95.822.412/0003-55,95822412000355,3
944,994.636.700-68,99463670068,65.177.213/0003-80,65177213000380,3
945,594.865.491-29,59486549129,86.149.359/0001-15,86149359000115,1
946,353.268.943-96,35326894396,24.716.857/0002-62,24716857000262,2
947,448.191.345-47,44819134547,24.282.218/0002-34,24282218000234,2
948,651.997.545-01,65199754501,58.537.831/0004-34,58537831000434,4
949,560.282.536-25,56028253625,89.089.901/0004-15,89089901000415,4
950,998.791.765-51,99879176551,88.979.095/0005-25,88979095000525,5
951,720.644.446-67,72064444667,10.076.758/0005-74,10076758000574,5
952,121.424.527-09,12142452709,89.978.790/0001-80,89978790000180,1
953,698.516.933-13,69851693313,88.979.095/0005-71,88979095000571,5
954,826.896.194-12,82689619412,63.551.839/0002-98,63551839000298,2
955,339.597.086-66,33959708666,98.550.256/0002-23,98550256000223,2
956,941.837.041-28,94183704128,79.008.866/0003-74,79008866000374,3
957,653.251.512-07,65325151207,71.586.053/0005-98,71586053000598,5
958,433.391.452-90,43339145290,58.966.946/0004-53,58966946000453,4
959,528.229.355-71,52822935571,88.461.803/0002-27,88461803000227,2
960,933.771.069-37,93377106937,86.149.359/0005-48,86149359000548,5
961,982.769.606-26,98276960626,58.537.831/0002-36,58537831000236,2
962,300.676.923-05,30067692305,21.496.211/0002-74,21496211000274,2
963,556.850.407-28,55685040728,21.496.211/0001-55,21496211000155,1
964,768.394.845-50,76839484550,31.227.574/0005-95,31227574000595,5
965,688.845.326-27,68884532627,12.614.124/0005-46,12614124000546,5
966,787.743.256-83,78774325683,89.089.901/0001-58,89089901000158,1
967,149.191.407-96,14919140796,75.579.548/0001-35,75579548000135,1
968,348.486.715-58,34848671558,57.683.626/0003-28,57683626000328,3
969,179.000.847-36,17900084736,42.138.745/0003-36,42138745000336,3
970,862.511.053-97,86251105397,83.197.857/0003-67,83197857000367,3
971,920.445.268-97,92044526897,14.216.175/0005-38,14216175000538,5
972,990.879.843-46,99087984346,45.812.670/0004-40,45812670000440,4
973,516.445.548-12,51644554812,17.774.584/0001-58,17774584000158,1
974,674.991.093-97,67499109397,57.553.014/0003-80,57553014000380,3
975,102.310.786-62,10231078662,32.162.965/0003-35,32162965000335,3
976,738.666.709-06,73866670906,84.346.088/0002-91,84346088000291,2
977,600.262.001-74,60026200174,91.415.657/0005-79,91415657000579,5
978,947.759.973-46,94775997346,20.576.383/0002-47,20576383000247,2
979,334.024.818-97,33402481897,58.718.453/0001-33,58718453000133,1
980,356.086.361-92,35608636192,73.791.320/0005-25,73791320000525,5
981,159.150.213-72,15915021372,45.551.614/0003-81,45551614000381,3
982,283.147.696-18,28314769618,58.181.396/0005-42,58181396000542,5
983,529.739.186-31,52973918631,58.586.340/0002-15,58586340000215,2
984,929.900.640-45,92990064045,13.999.315/0005-94,13999315000594,5
985,757.179.595-41,75717959541,68.800.797/0005-80,68800797000580,5
986,201.279.004-90,20127900490,97.225.156/0003-77,97225156000377,3
987,795.091.885-10,79509188510,77.827.638/0005-30,77827638000530,5
988,848.008.551-05,84800855105,81.016.525/0004-21,81016525000421,4
989,415.654.453-17,41565445317,41.944.441/0002-94,41944441000294,2
990,543.751.018-06,54375101806,17.507.864/0003-37,17507864000337,3
991,813.749.717-05,81374971705,28.566.572/0005-93,28566572000593,5
992,229.227.134-98,22922713498,75.579.548/0003-67,75579548000367,3
993,943.628.830-22,94362883022,73.440.831/0005-41,73440831000541,5
994,184.133.977-90,18413397790,58.718.453/0003-58,58718453000358,3
995,269.435.930-34,26943593034,18.883.684/0003-79,18883684000379,3
996,517.641.572-33,51764157233,28.728.463/0005-57,28728463000557,5
997,723.145.448-89,72314544889,22.201.654/0001-47,22201654000147,1
998,997.574.360-49,99757436049,60.806.024/0003-75,60806024000375,3
999,318.869.662-17,31886966217,17.270.733/0005-78,17270733000578,5
1000,959.308.305-52,95930830552,41.227.216/0002-95,41227216000295,2
